Currency	Date	Value
Saudi Arabian riyal	December 05, 2019	3.750000
Saudi Arabian riyal	December 05, 2022	3.750000
Saudi Arabian riyal	December 06, 2019	NA
Saudi Arabian riyal	December 06, 2021	3.750000
Saudi Arabian riyal	December 06, 2022	3.750000
Saudi Arabian riyal	December 07, 2020	3.750000
Saudi Arabian riyal	December 07, 2021	3.750000
Saudi Arabian riyal	December 07, 2022	3.750000
Saudi Arabian riyal	December 08, 2020	3.750000
Saudi Arabian riyal	December 08, 2021	3.750000
Saudi Arabian riyal	December 08, 2022	3.750000
Saudi Arabian riyal	December 09, 2019	3.750000
Saudi Arabian riyal	December 09, 2020	3.750000
Saudi Arabian riyal	December 09, 2021	3.750000
Saudi Arabian riyal	December 09, 2022	NA
Saudi Arabian riyal	December 10, 2019	3.750000
Saudi Arabian riyal	December 10, 2020	3.750000
Saudi Arabian riyal	December 10, 2021	NA
Saudi Arabian riyal	December 11, 2019	3.750000
Saudi Arabian riyal	December 11, 2020	NA
Saudi Arabian riyal	December 12, 2019	3.750000
Saudi Arabian riyal	December 12, 2022	3.750000
Saudi Arabian riyal	December 13, 2019	NA
Saudi Arabian riyal	December 13, 2021	NA
Saudi Arabian riyal	December 13, 2022	3.750000
Saudi Arabian riyal	December 14, 2020	NA
Saudi Arabian riyal	December 14, 2021	3.750000
Saudi Arabian riyal	December 14, 2022	3.750000
Saudi Arabian riyal	December 15, 2020	3.750000
Saudi Arabian riyal	December 15, 2021	NA
Saudi Arabian riyal	December 15, 2022	3.750000
Saudi Arabian riyal	December 16, 2019	3.750000
Saudi Arabian riyal	December 16, 2020	3.750000
Saudi Arabian riyal	December 16, 2021	3.750000
Saudi Arabian riyal	December 16, 2022	NA
Saudi Arabian riyal	December 17, 2019	3.750000
Saudi Arabian riyal	December 17, 2020	3.750000
Saudi Arabian riyal	December 17, 2021	NA
Saudi Arabian riyal	December 18, 2019	3.750000
Saudi Arabian riyal	December 18, 2020	NA
Saudi Arabian riyal	December 19, 2019	3.750000
Saudi Arabian riyal	December 19, 2022	3.750000
Saudi Arabian riyal	December 20, 2019	NA
Saudi Arabian riyal	December 20, 2021	3.750000
Saudi Arabian riyal	December 20, 2022	3.750000
Saudi Arabian riyal	December 21, 2020	3.750000
Saudi Arabian riyal	December 21, 2021	3.750000
Saudi Arabian riyal	December 21, 2022	3.750000
Saudi Arabian riyal	December 22, 2020	3.750000
Saudi Arabian riyal	December 22, 2021	3.750000
Saudi Arabian riyal	December 22, 2022	3.750000
Saudi Arabian riyal	December 23, 2019	3.750000
Saudi Arabian riyal	December 23, 2020	NA
Saudi Arabian riyal	December 23, 2021	NA
Saudi Arabian riyal	December 23, 2022	NA
Saudi Arabian riyal	December 26, 2019	NA
Saudi Arabian riyal	December 27, 2019	NA
Saudi Arabian riyal	December 30, 2019	3.750000
Saudi Arabian riyal	February 01, 2019	3.750000
Saudi Arabian riyal	February 01, 2021	NA
Saudi Arabian riyal	February 01, 2022	3.750000
Saudi Arabian riyal	February 01, 2023	3.750000
Saudi Arabian riyal	February 02, 2021	3.750000
Saudi Arabian riyal	February 02, 2022	3.750000
Saudi Arabian riyal	February 02, 2023	3.750000
Saudi Arabian riyal	February 03, 2020	3.750000
Saudi Arabian riyal	February 03, 2021	NA
Saudi Arabian riyal	February 03, 2022	3.750000
Saudi Arabian riyal	February 03, 2023	NA
Saudi Arabian riyal	February 04, 2019	3.750000
Saudi Arabian riyal	February 04, 2020	3.750000
Saudi Arabian riyal	February 04, 2021	NA
Saudi Arabian riyal	February 04, 2022	NA
Saudi Arabian riyal	February 05, 2019	3.750000
Saudi Arabian riyal	February 05, 2020	3.750000
Saudi Arabian riyal	February 05, 2021	NA
Saudi Arabian riyal	February 06, 2019	3.750000
Saudi Arabian riyal	February 06, 2020	3.750000
Saudi Arabian riyal	February 06, 2023	3.750000
Saudi Arabian riyal	February 07, 2019	3.750000
Saudi Arabian riyal	February 07, 2020	NA
Saudi Arabian riyal	February 07, 2022	3.750000
Saudi Arabian riyal	February 07, 2023	3.750000
Saudi Arabian riyal	February 08, 2019	3.750000
Saudi Arabian riyal	February 08, 2021	3.750000
Saudi Arabian riyal	February 08, 2022	3.750000
Saudi Arabian riyal	February 08, 2023	3.750000
Saudi Arabian riyal	February 09, 2021	3.750000
Saudi Arabian riyal	February 09, 2022	3.750000
Saudi Arabian riyal	February 09, 2023	3.750000
Saudi Arabian riyal	February 10, 2020	3.750000
Saudi Arabian riyal	February 10, 2021	NA
Saudi Arabian riyal	February 10, 2022	3.750000
Saudi Arabian riyal	February 10, 2023	NA
Saudi Arabian riyal	February 11, 2019	3.750000
Saudi Arabian riyal	February 11, 2020	3.750000
Saudi Arabian riyal	February 11, 2021	3.750000
Saudi Arabian riyal	February 11, 2022	NA
Saudi Arabian riyal	February 12, 2019	3.750000
Saudi Arabian riyal	February 12, 2020	3.750000
Saudi Arabian riyal	February 12, 2021	NA
Saudi Arabian riyal	February 13, 2019	3.750000
Saudi Arabian riyal	February 13, 2020	3.750000
Saudi Arabian riyal	February 13, 2023	NA
Saudi Arabian riyal	February 14, 2019	3.750000
Saudi Arabian riyal	February 14, 2020	NA
Saudi Arabian riyal	February 14, 2022	3.750000
Saudi Arabian riyal	February 14, 2023	3.750000
Saudi Arabian riyal	February 15, 2019	3.750000
Saudi Arabian riyal	February 15, 2022	3.750000
Saudi Arabian riyal	February 15, 2023	3.750000
Saudi Arabian riyal	February 16, 2021	3.750000
Saudi Arabian riyal	February 16, 2022	3.750000
Saudi Arabian riyal	February 16, 2023	3.750000
Saudi Arabian riyal	February 17, 2021	3.750000
Saudi Arabian riyal	February 17, 2022	3.750000
Saudi Arabian riyal	February 17, 2023	NA
Saudi Arabian riyal	February 18, 2020	3.750000
Saudi Arabian riyal	February 18, 2021	3.750000
Saudi Arabian riyal	February 18, 2022	NA
Saudi Arabian riyal	February 19, 2019	3.750000
Saudi Arabian riyal	February 19, 2020	3.750000
Saudi Arabian riyal	February 19, 2021	NA
Saudi Arabian riyal	February 20, 2019	3.750000
Saudi Arabian riyal	February 20, 2020	3.750000
Saudi Arabian riyal	February 21, 2019	3.750000
Saudi Arabian riyal	February 21, 2020	NA
Saudi Arabian riyal	February 21, 2023	3.750000
Saudi Arabian riyal	February 22, 2019	3.750000
Saudi Arabian riyal	February 22, 2021	3.750000
Saudi Arabian riyal	February 22, 2022	3.750000
Saudi Arabian riyal	February 22, 2023	NA
Saudi Arabian riyal	February 23, 2021	3.750000
Saudi Arabian riyal	February 23, 2022	3.750000
Saudi Arabian riyal	February 23, 2023	3.750000
Saudi Arabian riyal	February 24, 2020	3.750000
Saudi Arabian riyal	February 24, 2021	NA
Saudi Arabian riyal	February 24, 2022	3.750000
Saudi Arabian riyal	February 24, 2023	NA
Saudi Arabian riyal	February 25, 2019	3.750000
Saudi Arabian riyal	February 25, 2020	3.750000
Saudi Arabian riyal	February 25, 2021	3.750000
Saudi Arabian riyal	February 25, 2022	NA
Saudi Arabian riyal	February 26, 2019	3.750000
Saudi Arabian riyal	February 26, 2020	3.750000
Saudi Arabian riyal	February 26, 2021	NA
Saudi Arabian riyal	February 27, 2019	3.750000
Saudi Arabian riyal	February 27, 2020	3.750000
Saudi Arabian riyal	February 27, 2023	3.750000
Saudi Arabian riyal	February 28, 2019	3.750000
Saudi Arabian riyal	February 28, 2020	NA
Saudi Arabian riyal	February 28, 2022	3.750000
Saudi Arabian riyal	February 28, 2023	NA
Saudi Arabian riyal	January 02, 2020	3.750000
Saudi Arabian riyal	January 03, 2020	NA
Saudi Arabian riyal	January 03, 2022	3.750000
Saudi Arabian riyal	January 03, 2023	3.750000
Saudi Arabian riyal	January 04, 2021	3.750000
Saudi Arabian riyal	January 04, 2022	3.750000
Saudi Arabian riyal	January 04, 2023	3.750000
Saudi Arabian riyal	January 05, 2021	3.750000
Saudi Arabian riyal	January 05, 2022	3.750000
Saudi Arabian riyal	January 05, 2023	3.750000
Saudi Arabian riyal	January 06, 2020	3.750000
Saudi Arabian riyal	January 06, 2021	3.750000
Saudi Arabian riyal	January 06, 2022	3.750000
Saudi Arabian riyal	January 06, 2023	NA
Saudi Arabian riyal	January 07, 2020	3.750000
Saudi Arabian riyal	January 07, 2021	NA
Saudi Arabian riyal	January 07, 2022	NA
Saudi Arabian riyal	January 08, 2020	3.750000
Saudi Arabian riyal	January 08, 2021	NA
Saudi Arabian riyal	January 09, 2020	3.750000
Saudi Arabian riyal	January 09, 2023	3.750000
Saudi Arabian riyal	January 10, 2020	NA
Saudi Arabian riyal	January 10, 2022	3.750000
Saudi Arabian riyal	January 10, 2023	3.750000
Saudi Arabian riyal	January 11, 2021	3.750000
Saudi Arabian riyal	January 11, 2022	3.750000
Saudi Arabian riyal	January 11, 2023	3.750000
Saudi Arabian riyal	January 12, 2021	3.750000
Saudi Arabian riyal	January 12, 2022	3.750000
Saudi Arabian riyal	January 12, 2023	3.750000
Saudi Arabian riyal	January 13, 2020	3.750000
Saudi Arabian riyal	January 13, 2021	NA
Saudi Arabian riyal	January 13, 2022	3.750000
Saudi Arabian riyal	January 13, 2023	NA
Saudi Arabian riyal	January 14, 2020	3.750000
Saudi Arabian riyal	January 14, 2021	3.750000
Saudi Arabian riyal	January 14, 2022	NA
Saudi Arabian riyal	January 15, 2020	3.750000
Saudi Arabian riyal	January 15, 2021	NA
Saudi Arabian riyal	January 16, 2020	3.750000
Saudi Arabian riyal	January 17, 2020	NA
Saudi Arabian riyal	January 17, 2023	3.750000
Saudi Arabian riyal	January 18, 2022	3.750000
Saudi Arabian riyal	January 18, 2023	3.750000
Saudi Arabian riyal	January 19, 2021	3.750000
Saudi Arabian riyal	January 19, 2022	3.750000
Saudi Arabian riyal	January 19, 2023	3.750000
Saudi Arabian riyal	January 20, 2021	3.750000
Saudi Arabian riyal	January 20, 2022	3.750000
Saudi Arabian riyal	January 20, 2023	NA
Saudi Arabian riyal	January 21, 2020	3.750000
Saudi Arabian riyal	January 21, 2021	3.750000
Saudi Arabian riyal	January 21, 2022	NA
Saudi Arabian riyal	January 22, 2020	3.750000
Saudi Arabian riyal	January 22, 2021	NA
Saudi Arabian riyal	January 23, 2020	3.750000
Saudi Arabian riyal	January 23, 2023	3.750000
Saudi Arabian riyal	January 24, 2020	NA
Saudi Arabian riyal	January 24, 2022	3.750000
Saudi Arabian riyal	January 24, 2023	3.750000
Saudi Arabian riyal	January 25, 2021	NA
Saudi Arabian riyal	January 25, 2022	3.750000
Saudi Arabian riyal	January 25, 2023	3.750000
Saudi Arabian riyal	January 26, 2021	NA
Saudi Arabian riyal	January 26, 2022	3.750000
Saudi Arabian riyal	January 26, 2023	3.750000
Saudi Arabian riyal	January 27, 2020	3.750000
Saudi Arabian riyal	January 27, 2021	NA
Saudi Arabian riyal	January 27, 2022	3.750000
Saudi Arabian riyal	January 27, 2023	NA
Saudi Arabian riyal	January 28, 2020	3.750000
Saudi Arabian riyal	January 28, 2021	NA
Saudi Arabian riyal	January 28, 2022	NA
Saudi Arabian riyal	January 29, 2020	3.750000
Saudi Arabian riyal	January 29, 2021	NA
Saudi Arabian riyal	January 30, 2020	3.750000
Saudi Arabian riyal	January 30, 2023	3.750000
Saudi Arabian riyal	January 31, 2020	NA
Saudi Arabian riyal	January 31, 2022	3.750000
Saudi Arabian riyal	January 31, 2023	3.750000
Saudi Arabian riyal	July 01, 2019	3.750000
Saudi Arabian riyal	July 01, 2020	3.750000
Saudi Arabian riyal	July 01, 2021	3.750000
Saudi Arabian riyal	July 01, 2022	NA
Saudi Arabian riyal	July 02, 2019	3.750000
Saudi Arabian riyal	July 02, 2020	3.750000
Saudi Arabian riyal	July 03, 2019	3.750000
Saudi Arabian riyal	July 05, 2019	NA
Saudi Arabian riyal	July 05, 2022	NA
Saudi Arabian riyal	July 05, 2023	3.750000
Saudi Arabian riyal	July 06, 2021	3.750000
Saudi Arabian riyal	July 06, 2022	NA
Saudi Arabian riyal	July 06, 2023	3.750000
Saudi Arabian riyal	July 07, 2020	3.750000
Saudi Arabian riyal	July 07, 2021	3.750000
Saudi Arabian riyal	July 07, 2022	NA
Saudi Arabian riyal	July 07, 2023	NA
Saudi Arabian riyal	July 08, 2019	3.750000
Saudi Arabian riyal	July 08, 2020	3.750000
Saudi Arabian riyal	July 08, 2021	3.750000
Saudi Arabian riyal	July 08, 2022	NA
Saudi Arabian riyal	July 09, 2019	3.750000
Saudi Arabian riyal	July 09, 2020	3.750000
Saudi Arabian riyal	July 09, 2021	NA
Saudi Arabian riyal	July 10, 2019	3.750000
Saudi Arabian riyal	July 10, 2020	NA
Saudi Arabian riyal	July 10, 2023	3.750000
Saudi Arabian riyal	July 11, 2019	3.750000
Saudi Arabian riyal	July 11, 2022	NA
Saudi Arabian riyal	July 11, 2023	3.750000
Saudi Arabian riyal	July 12, 2019	3.750000
Saudi Arabian riyal	July 12, 2021	NA
Saudi Arabian riyal	July 12, 2022	NA
Saudi Arabian riyal	July 12, 2023	3.750000
Saudi Arabian riyal	July 13, 2020	3.750000
Saudi Arabian riyal	July 13, 2021	3.750000
Saudi Arabian riyal	July 13, 2022	NA
Saudi Arabian riyal	July 13, 2023	3.750000
Saudi Arabian riyal	July 14, 2020	3.750000
Saudi Arabian riyal	July 14, 2021	3.750000
Saudi Arabian riyal	July 14, 2022	NA
Saudi Arabian riyal	July 14, 2023	NA
Saudi Arabian riyal	July 15, 2019	3.750000
Saudi Arabian riyal	July 15, 2020	3.750000
Saudi Arabian riyal	July 15, 2021	3.750000
Saudi Arabian riyal	July 15, 2022	NA
Saudi Arabian riyal	July 16, 2019	3.750000
Saudi Arabian riyal	July 16, 2020	3.750000
Saudi Arabian riyal	July 16, 2021	NA
Saudi Arabian riyal	July 17, 2019	3.750000
Saudi Arabian riyal	July 17, 2020	NA
Saudi Arabian riyal	July 17, 2023	3.750000
Saudi Arabian riyal	July 18, 2019	3.750000
Saudi Arabian riyal	July 18, 2022	3.750000
Saudi Arabian riyal	July 18, 2023	3.750000
Saudi Arabian riyal	July 19, 2019	3.750000
Saudi Arabian riyal	July 19, 2021	NA
Saudi Arabian riyal	July 19, 2022	3.750000
Saudi Arabian riyal	July 19, 2023	3.750000
Saudi Arabian riyal	July 20, 2020	3.750000
Saudi Arabian riyal	July 20, 2021	NA
Saudi Arabian riyal	July 20, 2022	3.750000
Saudi Arabian riyal	July 20, 2023	3.750000
Saudi Arabian riyal	July 21, 2020	3.750000
Saudi Arabian riyal	July 21, 2021	NA
Saudi Arabian riyal	July 21, 2022	3.750000
Saudi Arabian riyal	July 21, 2023	NA
Saudi Arabian riyal	July 22, 2019	3.750000
Saudi Arabian riyal	July 22, 2020	3.750000
Saudi Arabian riyal	July 22, 2021	NA
Saudi Arabian riyal	July 22, 2022	NA
Saudi Arabian riyal	July 23, 2019	3.750000
Saudi Arabian riyal	July 23, 2020	NA
Saudi Arabian riyal	July 23, 2021	NA
Saudi Arabian riyal	July 24, 2019	3.750000
Saudi Arabian riyal	July 24, 2020	NA
Saudi Arabian riyal	July 24, 2023	3.750000
Saudi Arabian riyal	July 25, 2019	3.750000
Saudi Arabian riyal	July 25, 2022	3.750000
Saudi Arabian riyal	July 25, 2023	3.750000
Saudi Arabian riyal	July 26, 2019	3.750000
Saudi Arabian riyal	July 26, 2021	3.750000
Saudi Arabian riyal	July 26, 2022	3.750000
Saudi Arabian riyal	July 26, 2023	3.750000
Saudi Arabian riyal	July 27, 2020	NA
Saudi Arabian riyal	July 27, 2021	3.750000
Saudi Arabian riyal	July 27, 2022	3.750000
Saudi Arabian riyal	July 27, 2023	3.750000
Saudi Arabian riyal	July 28, 2020	NA
Saudi Arabian riyal	July 28, 2021	3.750000
Saudi Arabian riyal	July 28, 2022	3.750000
Saudi Arabian riyal	July 28, 2023	NA
Saudi Arabian riyal	July 29, 2019	3.750000
Saudi Arabian riyal	July 29, 2020	NA
Saudi Arabian riyal	July 29, 2021	3.750000
Saudi Arabian riyal	July 29, 2022	NA
Saudi Arabian riyal	July 30, 2019	3.750000
Saudi Arabian riyal	July 30, 2020	NA
Saudi Arabian riyal	July 30, 2021	NA
Saudi Arabian riyal	July 31, 2019	3.750000
Saudi Arabian riyal	July 31, 2020	NA
Saudi Arabian riyal	July 31, 2023	3.750000
Saudi Arabian riyal	June 01, 2020	3.750000
Saudi Arabian riyal	June 01, 2021	3.750000
Saudi Arabian riyal	June 01, 2022	3.750000
Saudi Arabian riyal	June 01, 2023	3.750000
Saudi Arabian riyal	June 02, 2020	3.750000
Saudi Arabian riyal	June 02, 2021	3.750000
Saudi Arabian riyal	June 02, 2022	3.750000
Saudi Arabian riyal	June 02, 2023	NA
Saudi Arabian riyal	June 03, 2019	3.750000
Saudi Arabian riyal	June 03, 2020	3.750000
Saudi Arabian riyal	June 03, 2021	3.750000
Saudi Arabian riyal	June 03, 2022	NA
Saudi Arabian riyal	June 04, 2019	3.750000
Saudi Arabian riyal	June 04, 2020	3.750000
Saudi Arabian riyal	June 04, 2021	NA
Saudi Arabian riyal	June 05, 2019	NA
Saudi Arabian riyal	June 05, 2020	NA
Saudi Arabian riyal	June 05, 2023	3.750000
Saudi Arabian riyal	June 06, 2019	NA
Saudi Arabian riyal	June 06, 2022	3.750000
Saudi Arabian riyal	June 06, 2023	3.750000
Saudi Arabian riyal	June 07, 2019	NA
Saudi Arabian riyal	June 07, 2021	3.750000
Saudi Arabian riyal	June 07, 2022	3.750000
Saudi Arabian riyal	June 07, 2023	3.750000
Saudi Arabian riyal	June 08, 2020	3.750000
Saudi Arabian riyal	June 08, 2021	3.750000
Saudi Arabian riyal	June 08, 2022	3.750000
Saudi Arabian riyal	June 08, 2023	3.750000
Saudi Arabian riyal	June 09, 2020	3.750000
Saudi Arabian riyal	June 09, 2021	3.750000
Saudi Arabian riyal	June 09, 2022	3.750000
Saudi Arabian riyal	June 09, 2023	NA
Saudi Arabian riyal	June 10, 2019	3.750000
Saudi Arabian riyal	June 10, 2020	3.750000
Saudi Arabian riyal	June 10, 2021	3.750000
Saudi Arabian riyal	June 10, 2022	NA
Saudi Arabian riyal	June 11, 2019	3.750000
Saudi Arabian riyal	June 11, 2020	3.750000
Saudi Arabian riyal	June 11, 2021	NA
Saudi Arabian riyal	June 12, 2019	3.750000
Saudi Arabian riyal	June 12, 2020	NA
Saudi Arabian riyal	June 12, 2023	3.750000
Saudi Arabian riyal	June 13, 2019	3.750000
Saudi Arabian riyal	June 13, 2022	3.750000
Saudi Arabian riyal	June 13, 2023	3.750000
Saudi Arabian riyal	June 14, 2019	3.750000
Saudi Arabian riyal	June 14, 2021	3.750000
Saudi Arabian riyal	June 14, 2022	3.750000
Saudi Arabian riyal	June 14, 2023	3.750000
Saudi Arabian riyal	June 15, 2020	3.750000
Saudi Arabian riyal	June 15, 2021	3.750000
Saudi Arabian riyal	June 15, 2022	3.750000
Saudi Arabian riyal	June 15, 2023	3.750000
Saudi Arabian riyal	June 16, 2020	3.750000
Saudi Arabian riyal	June 16, 2021	3.750000
Saudi Arabian riyal	June 16, 2022	3.750000
Saudi Arabian riyal	June 16, 2023	NA
Saudi Arabian riyal	June 17, 2019	3.750000
Saudi Arabian riyal	June 17, 2020	3.750000
Saudi Arabian riyal	June 17, 2021	3.750000
Saudi Arabian riyal	June 17, 2022	NA
Saudi Arabian riyal	June 18, 2019	3.750000
Saudi Arabian riyal	June 18, 2020	3.750000
Saudi Arabian riyal	June 18, 2021	NA
Saudi Arabian riyal	June 19, 2019	3.750000
Saudi Arabian riyal	June 19, 2020	NA
Saudi Arabian riyal	June 20, 2019	3.750000
Saudi Arabian riyal	June 20, 2023	3.750000
Saudi Arabian riyal	June 21, 2019	3.750000
Saudi Arabian riyal	June 21, 2021	3.750000
Saudi Arabian riyal	June 21, 2022	3.750000
Saudi Arabian riyal	June 21, 2023	3.750000
Saudi Arabian riyal	June 22, 2020	3.750000
Saudi Arabian riyal	June 22, 2021	3.750000
Saudi Arabian riyal	June 22, 2022	3.750000
Saudi Arabian riyal	June 22, 2023	3.750000
Saudi Arabian riyal	June 23, 2020	3.750000
Saudi Arabian riyal	June 23, 2021	3.750000
Saudi Arabian riyal	June 23, 2022	3.750000
Saudi Arabian riyal	June 23, 2023	NA
Saudi Arabian riyal	June 24, 2019	3.750000
Saudi Arabian riyal	June 24, 2020	3.750000
Saudi Arabian riyal	June 24, 2021	3.750000
Saudi Arabian riyal	June 24, 2022	NA
Saudi Arabian riyal	June 25, 2019	3.750000
Saudi Arabian riyal	June 25, 2020	3.750000
Saudi Arabian riyal	June 25, 2021	NA
Saudi Arabian riyal	June 26, 2019	3.750000
Saudi Arabian riyal	June 26, 2020	NA
Saudi Arabian riyal	June 26, 2023	NA
Saudi Arabian riyal	June 27, 2019	3.750000
Saudi Arabian riyal	June 27, 2022	3.750000
Saudi Arabian riyal	June 27, 2023	NA
Saudi Arabian riyal	June 28, 2019	3.750000
Saudi Arabian riyal	June 28, 2021	3.750000
Saudi Arabian riyal	June 28, 2022	3.750000
Saudi Arabian riyal	June 28, 2023	NA
Saudi Arabian riyal	June 29, 2020	3.750000
Saudi Arabian riyal	June 29, 2021	3.750000
Saudi Arabian riyal	June 29, 2022	3.750000
Saudi Arabian riyal	June 29, 2023	NA
Saudi Arabian riyal	June 30, 2020	3.750000
Saudi Arabian riyal	June 30, 2021	3.750000
Saudi Arabian riyal	June 30, 2022	3.750000
Saudi Arabian riyal	June 30, 2023	NA
Saudi Arabian riyal	March 01, 2019	3.750000
Saudi Arabian riyal	March 01, 2021	NA
Saudi Arabian riyal	March 01, 2022	3.750000
Saudi Arabian riyal	March 01, 2023	NA
Saudi Arabian riyal	March 02, 2020	3.750000
Saudi Arabian riyal	March 02, 2021	NA
Saudi Arabian riyal	March 02, 2022	3.750000
Saudi Arabian riyal	March 02, 2023	3.750000
Saudi Arabian riyal	March 03, 2020	3.750000
Saudi Arabian riyal	March 03, 2021	3.750000
Saudi Arabian riyal	March 03, 2022	3.750000
Saudi Arabian riyal	March 03, 2023	NA
Saudi Arabian riyal	March 04, 2019	3.750000
Saudi Arabian riyal	March 04, 2020	3.750000
Saudi Arabian riyal	March 04, 2021	NA
Saudi Arabian riyal	March 04, 2022	NA
Saudi Arabian riyal	March 05, 2019	3.750000
Saudi Arabian riyal	March 05, 2020	3.750000
Saudi Arabian riyal	March 05, 2021	NA
Saudi Arabian riyal	March 06, 2019	3.750000
Saudi Arabian riyal	March 06, 2020	NA
Saudi Arabian riyal	March 06, 2023	3.750000
Saudi Arabian riyal	March 07, 2019	3.750000
Saudi Arabian riyal	March 07, 2022	3.750000
Saudi Arabian riyal	March 07, 2023	3.750000
Saudi Arabian riyal	March 08, 2019	3.750000
Saudi Arabian riyal	March 08, 2021	3.750000
Saudi Arabian riyal	March 08, 2022	3.750000
Saudi Arabian riyal	March 08, 2023	3.750000
Saudi Arabian riyal	March 09, 2020	NA
Saudi Arabian riyal	March 09, 2021	3.750000
Saudi Arabian riyal	March 09, 2022	3.750000
Saudi Arabian riyal	March 09, 2023	3.750000
Saudi Arabian riyal	March 10, 2020	NA
Saudi Arabian riyal	March 10, 2021	3.750000
Saudi Arabian riyal	March 10, 2022	3.750000
Saudi Arabian riyal	March 10, 2023	NA
Saudi Arabian riyal	March 11, 2019	3.750000
Saudi Arabian riyal	March 11, 2020	3.750000
Saudi Arabian riyal	March 11, 2021	3.750000
Saudi Arabian riyal	March 11, 2022	NA
Saudi Arabian riyal	March 12, 2019	3.750000
Saudi Arabian riyal	March 12, 2020	3.750000
Saudi Arabian riyal	March 12, 2021	NA
Saudi Arabian riyal	March 13, 2019	3.750000
Saudi Arabian riyal	March 13, 2020	NA
Saudi Arabian riyal	March 13, 2023	3.750000
Saudi Arabian riyal	March 14, 2019	3.750000
Saudi Arabian riyal	March 14, 2022	3.750000
Saudi Arabian riyal	March 14, 2023	3.750000
Saudi Arabian riyal	March 15, 2019	3.750000
Saudi Arabian riyal	March 15, 2021	3.750000
Saudi Arabian riyal	March 15, 2022	3.750000
Saudi Arabian riyal	March 15, 2023	3.750000
Saudi Arabian riyal	March 16, 2020	3.750000
Saudi Arabian riyal	March 16, 2021	3.750000
Saudi Arabian riyal	March 16, 2022	3.750000
Saudi Arabian riyal	March 16, 2023	3.750000
Saudi Arabian riyal	March 17, 2020	3.750000
Saudi Arabian riyal	March 17, 2021	3.750000
Saudi Arabian riyal	March 17, 2022	3.750000
Saudi Arabian riyal	March 17, 2023	NA
Saudi Arabian riyal	March 18, 2019	3.750000
Saudi Arabian riyal	March 18, 2020	3.750000
Saudi Arabian riyal	March 18, 2021	3.750000
Saudi Arabian riyal	March 18, 2022	NA
Saudi Arabian riyal	March 19, 2019	3.750000
Saudi Arabian riyal	March 19, 2020	3.750000
Saudi Arabian riyal	March 19, 2021	NA
Saudi Arabian riyal	March 20, 2019	3.750000
Saudi Arabian riyal	March 20, 2020	NA
Saudi Arabian riyal	March 20, 2023	3.750000
Saudi Arabian riyal	March 21, 2019	3.750000
Saudi Arabian riyal	March 21, 2022	3.750000
Saudi Arabian riyal	March 21, 2023	3.750000
Saudi Arabian riyal	March 22, 2019	3.750000
Saudi Arabian riyal	March 22, 2021	NA
Saudi Arabian riyal	March 22, 2022	3.750000
Saudi Arabian riyal	March 22, 2023	3.750000
Saudi Arabian riyal	March 23, 2020	3.750000
Saudi Arabian riyal	March 23, 2021	NA
Saudi Arabian riyal	March 23, 2022	3.750000
Saudi Arabian riyal	March 23, 2023	3.750000
Saudi Arabian riyal	March 24, 2020	3.750000
Saudi Arabian riyal	March 24, 2021	NA
Saudi Arabian riyal	March 24, 2022	3.750000
Saudi Arabian riyal	March 24, 2023	NA
Saudi Arabian riyal	March 25, 2019	3.750000
Saudi Arabian riyal	March 25, 2020	3.750000
Saudi Arabian riyal	March 25, 2021	NA
Saudi Arabian riyal	March 25, 2022	NA
Saudi Arabian riyal	March 26, 2019	3.750000
Saudi Arabian riyal	March 26, 2020	3.750000
Saudi Arabian riyal	March 26, 2021	NA
Saudi Arabian riyal	March 27, 2019	3.750000
Saudi Arabian riyal	March 27, 2020	NA
Saudi Arabian riyal	March 27, 2023	3.750000
Saudi Arabian riyal	March 28, 2019	3.750000
Saudi Arabian riyal	March 28, 2022	3.750000
Saudi Arabian riyal	March 28, 2023	3.750000
Saudi Arabian riyal	March 29, 2019	3.750000
Saudi Arabian riyal	March 29, 2021	NA
Saudi Arabian riyal	March 29, 2022	3.750000
Saudi Arabian riyal	March 29, 2023	3.750000
Saudi Arabian riyal	March 30, 2020	3.750000
Saudi Arabian riyal	March 30, 2021	NA
Saudi Arabian riyal	March 30, 2022	3.750000
Saudi Arabian riyal	March 30, 2023	3.750000
Saudi Arabian riyal	March 31, 2020	3.750000
Saudi Arabian riyal	March 31, 2021	3.750000
Saudi Arabian riyal	March 31, 2022	3.750000
Saudi Arabian riyal	March 31, 2023	NA
Saudi Arabian riyal	May 01, 2019	3.750000
Saudi Arabian riyal	May 01, 2020	NA
Saudi Arabian riyal	May 01, 2023	3.750000
Saudi Arabian riyal	May 02, 2019	3.750000
Saudi Arabian riyal	May 02, 2022	NA
Saudi Arabian riyal	May 02, 2023	3.750000
Saudi Arabian riyal	May 03, 2019	3.750000
Saudi Arabian riyal	May 03, 2021	3.750000
Saudi Arabian riyal	May 03, 2022	NA
Saudi Arabian riyal	May 03, 2023	3.750000
Saudi Arabian riyal	May 04, 2020	3.750000
Saudi Arabian riyal	May 04, 2021	3.750000
Saudi Arabian riyal	May 04, 2022	NA
Saudi Arabian riyal	May 04, 2023	3.750000
Saudi Arabian riyal	May 05, 2020	3.750000
Saudi Arabian riyal	May 05, 2021	3.750000
Saudi Arabian riyal	May 05, 2022	NA
Saudi Arabian riyal	May 05, 2023	NA
Saudi Arabian riyal	May 06, 2019	3.750000
